lokalna_slika_brez_slike_na_wikipodatkih,category,lokalna slika brez slike na wikipodatkih
lokalna_slika_ustreza_sliki_v_wikipodatkih,category,lokalna slika ustreza sliki v wikipodatkih
loski_razgledi,category,loski razgledi
ludvik_xvi_francoski,category,ludvik xvi francoski
m_j_gorenjka,category,m j gorenjka
m_pirnat,category,m pirnat
magda_lojk,category,magda lojk
maksim_gorki,category,maksim gorki
maksimilijan_i_habsburski,category,maksimilijan i habsburski
manica_koman,category,manica koman
manjka_leto_rojstva,category,manjka leto rojstva
manjka_leto_smrti,category,manjka leto smrti
mara_stepanova,category,mara stepanova
mara_tavcar,category,mara tavcar
marcela_bole,category,marcela bole
maria_susanna_cummins,category,maria susanna cummins
marica_nadlisek_bartol,category,marica nadlisek bartol
marica_strnad_cizerlj,category,marica strnad cizerlj
marija_groselj,category,marija groselj
marija_jezernik,category,marija jezernik
marija_kern,category,marija kern
marija_kmet,category,marija kmet
marija_terezija,category,marija terezija
marija_vera,category,marija vera
marija_vogric,category,marija vogric
marinka_fritz_kunc,category,marinka fritz kunc
marja_borsnik,category,marja borsnik
marjan_tomsic,category,marjan tomsic
marjana_grasselli_prosenc,category,marjana grasselli prosenc
marjeta_dajcman,category,marjeta dajcman
mark_twain,category,mark twain
marko_kravos,category,marko kravos
marko_pohlin,category,marko pohlin
matej_bor,category,matej bor
mateja_crv_suznik,category,mateja crv suznik
mateja_perpar,category,mateja perpar
mateja_reba,category,mateja reba
matevz_ravnikar_pozencan,category,matevz ravnikar pozencan
matija_majar,category,matija majar
matija_murko,category,matija murko
matija_prelesnik,category,matija prelesnik
matija_rode,category,matija rode
matija_valjavec,category,matija valjavec
matija_vertovec,category,matija vertovec
med_gorami,category,med gorami
metod_pirih,category,metod pirih
metrika,category,metrika
miguel_de_cervantes,category,miguel de cervantes
miha_kastelic,category,miha kastelic
mihael_lendovsek,category,mihael lendovsek
mihael_napotnik,category,mihael napotnik
mihail_jurjevic_lermontov,category,mihail jurjevic lermontov
milan_dekleva,category,milan dekleva
milan_pugelj,category,milan pugelj
milan_resnik,category,milan resnik
mile_klopcic,category,mile klopcic
milena_batic,category,milena batic
milica_sturm,category,milica sturm
milijana_gligic_mikica,category,milijana gligic mikica
miljutin_zarnik,category,miljutin zarnik
mimi_malensek,category,mimi malensek
mira_dobravec,category,mira dobravec
mira_voglar,category,mira voglar
miran_hladnik,category,miran hladnik
miran_jarc,category,miran jarc
miroslav_krleza,category,miroslav krleza
miroslav_malovrh,category,miroslav malovrh
mirza_safi_vazeh,category,mirza safi vazeh
mladika,category,mladika
mladina_revija,category,mladina revija
mladinska_proza,category,mladinska proza
modra_ptica,category,modra ptica
mohorjeva_druzba,category,mohorjeva druzba
mojiceja_podgorsek,category,mojiceja podgorsek
mozbeseda_pedenjped,category,mozbeseda pedenjped
narcisse_fournier,category,narcisse fournier
narecja,category,narecja
narodna_nosa,category,narodna nosa
narodni_obicaji,category,narodni obicaji
narte_velikonja,category,narte velikonja
nas_rod,category,nas rod
nasa_moc,category,nasa moc
nasi_zapiski,category,nasi zapiski
natalija_brumen,category,natalija brumen
natasa_konc_lorenzutti,category,natasa konc lorenzutti
nekrologi,category,nekrologi
nemske_pesmi_france_preseren,genre,nemske pesmi france preseren
nepopolni_clanki,category,nepopolni clanki
nepotrjena_nepregledana_problematicna_besedila,category,nepotrjena nepregledana problematicna besedila
